0,1,2,3,4,5,6
103.6,104.1,6.8949575,96.643234,352.34933,281.7346,96.6
100.8,97.9,167.28024,85.60289,77.093216,54.107407,45.6
105.0,105.2,167.28024,85.60289,77.093216,54.107407,52.7
104.6,104.0,167.28024,85.60289,77.093216,54.107407,48.6
103.9,104.4,6.8949575,96.643234,352.34933,281.7346,95.9
104.7,103.9,109.8487,20.591106,90.020424,51.627377,59.9
103.1,103.2,160.26392,65.765686,96.278755,94.10327,56.6
103.4,103.3,160.26392,65.765686,96.278755,94.10327,53.2
105.2,105.3,57.277935,146.07857,245.04926,265.5475,64.4
103.8,101.7,51.552353,144.04845,298.0679,284.91574,62.6
105.1,104.5,109.8487,20.591106,90.020424,51.627377,61.6
104.3,103.2,57.277935,146.07857,245.04926,265.5475,58.7
104.4,104.6,57.277935,146.07857,245.04926,265.5475,65.6
104.8,104.5,160.26392,65.765686,96.278755,94.10327,50.3
103.0,103.2,51.552353,144.04845,298.0679,284.91574,67.7
105.4,105.4,57.277935,146.07857,245.04926,265.5475,63.3
104.8,103.8,109.8487,20.591106,90.020424,51.627377,60.3
104.9,104.6,160.26392,65.765686,96.278755,94.10327,50.5
105.5,105.4,51.552353,144.04845,298.0679,284.91574,68.2
104.6,104.0,160.26392,65.765686,96.278755,94.10327,50.8
100.8,97.9,51.552353,144.04845,298.0679,284.91574,56.1
104.2,104.1,167.28024,85.60289,77.093216,54.107407,51.3
104.9,104.4,6.8949575,96.643234,352.34933,281.7346,99.4
104.8,104.1,160.26392,65.765686,96.278755,94.10327,49.0
102.9,101.7,6.8949575,96.643234,352.34933,281.7346,83.1
104.4,104.1,109.8487,20.591106,90.020424,51.627377,65.1
99.5,97.4,57.277935,146.07857,245.04926,265.5475,57.6
105.0,104.9,57.277935,146.07857,245.04926,265.5475,61.7
101.4,101.8,109.8487,20.591106,90.020424,51.627377,67.4
104.9,104.9,109.8487,20.591106,90.020424,51.627377,60.4
103.5,103.7,6.8949575,96.643234,352.34933,281.7346,92.9
105.1,104.8,57.277935,146.07857,245.04926,265.5475,61.2
104.6,104.5,51.552353,144.04845,298.0679,284.91574,65.3
104.8,104.5,6.8949575,96.643234,352.34933,281.7346,95.4
105.4,105.5,6.8949575,96.643234,352.34933,281.7346,100.7
104.6,104.9,160.26392,65.765686,96.278755,94.10327,51.8
105.5,105.4,109.8487,20.591106,90.020424,51.627377,62.5
105.2,105.3,160.26392,65.765686,96.278755,94.10327,54.1
104.6,104.5,109.8487,20.591106,90.020424,51.627377,59.0
102.9,103.1,160.26392,65.765686,96.278755,94.10327,56.3
104.7,104.3,57.277935,146.07857,245.04926,265.5475,61.3
104.8,104.9,6.8949575,96.643234,352.34933,281.7346,95.2
102.7,102.8,160.26392,65.765686,96.278755,94.10327,54.5
104.7,104.4,167.28024,85.60289,77.093216,54.107407,51.4
103.5,103.6,57.277935,146.07857,245.04926,265.5475,62.0
104.6,104.5,167.28024,85.60289,77.093216,54.107407,50.5
104.6,103.8,57.277935,146.07857,245.04926,265.5475,59.1
103.4,103.5,160.26392,65.765686,96.278755,94.10327,52.3
103.5,103.6,160.26392,65.765686,96.278755,94.10327,51.7
103.9,104.4,51.552353,144.04845,298.0679,284.91574,68.8
104.9,104.8,160.26392,65.765686,96.278755,94.10327,48.6
103.8,103.9,57.277935,146.07857,245.04926,265.5475,65.9
105.3,105.1,167.28024,85.60289,77.093216,54.107407,49.8
103.7,103.9,6.8949575,96.643234,352.34933,281.7346,94.4
100.9,101.1,167.28024,85.60289,77.093216,54.107407,55.1
105.2,105.1,109.8487,20.591106,90.020424,51.627377,62.6
104.6,103.9,167.28024,85.60289,77.093216,54.107407,49.2
104.3,104.4,167.28024,85.60289,77.093216,54.107407,50.8
104.6,104.0,109.8487,20.591106,90.020424,51.627377,62.2
104.7,104.8,6.8949575,96.643234,352.34933,281.7346,95.6
104.5,102.5,57.277935,146.07857,245.04926,265.5475,55.7
102.9,103.8,109.8487,20.591106,90.020424,51.627377,64.4
104.9,104.6,167.28024,85.60289,77.093216,54.107407,50.6
103.5,103.6,51.552353,144.04845,298.0679,284.91574,67.5
101.4,101.8,6.8949575,96.643234,352.34933,281.7346,94.1
103.6,104.1,109.8487,20.591106,90.020424,51.627377,64.1
104.4,104.4,51.552353,144.04845,298.0679,284.91574,67.3
103.5,103.9,57.277935,146.07857,245.04926,265.5475,62.3
105.0,104.9,51.552353,144.04845,298.0679,284.91574,69.4
103.8,104.3,160.26392,65.765686,96.278755,94.10327,53.8
104.9,104.6,6.8949575,96.643234,352.34933,281.7346,94.0
104.8,104.4,57.277935,146.07857,245.04926,265.5475,62.1
104.9,104.4,57.277935,146.07857,245.04926,265.5475,61.1
104.3,104.3,57.277935,146.07857,245.04926,265.5475,61.8
103.0,103.1,109.8487,20.591106,90.020424,51.627377,63.3
105.3,105.3,57.277935,146.07857,245.04926,265.5475,66.0
102.7,102.8,57.277935,146.07857,245.04926,265.5475,63.7
104.9,104.9,109.8487,20.591106,90.020424,51.627377,64.9
104.5,104.8,57.277935,146.07857,245.04926,265.5475,66.3
105.3,104.4,51.552353,144.04845,298.0679,284.91574,63.7
103.5,103.7,109.8487,20.591106,90.020424,51.627377,62.1
104.7,104.5,160.26392,65.765686,96.278755,94.10327,49.4
105.4,105.5,167.28024,85.60289,77.093216,54.107407,53.2
105.0,104.9,160.26392,65.765686,96.278755,94.10327,52.0
105.4,105.4,51.552353,144.04845,298.0679,284.91574,67.0
105.1,104.5,51.552353,144.04845,298.0679,284.91574,63.9
103.4,103.5,167.28024,85.60289,77.093216,54.107407,53.5
104.1,103.8,167.28024,85.60289,77.093216,54.107407,51.7
105.5,105.4,109.8487,20.591106,90.020424,51.627377,61.6
104.7,104.6,167.28024,85.60289,77.093216,54.107407,49.8
103.5,103.6,57.277935,146.07857,245.04926,265.5475,65.2
104.0,103.4,109.8487,20.591106,90.020424,51.627377,58.7
104.4,104.1,167.28024,85.60289,77.093216,54.107407,51.5
105.2,104.6,167.28024,85.60289,77.093216,54.107407,48.5
104.7,104.8,160.26392,65.765686,96.278755,94.10327,49.2
104.9,104.4,160.26392,65.765686,96.278755,94.10327,49.7
105.2,105.5,109.8487,20.591106,90.020424,51.627377,65.3
104.9,104.8,167.28024,85.60289,77.093216,54.107407,55.8
104.6,104.5,57.277935,146.07857,245.04926,265.5475,61.8
104.9,104.9,109.8487,20.591106,90.020424,51.627377,64.5
104.7,104.4,51.552353,144.04845,298.0679,284.91574,67.5
104.8,104.8,160.26392,65.765686,96.278755,94.10327,52.1
104.9,105.0,167.28024,85.60289,77.093216,54.107407,51.2
104.3,104.1,109.8487,20.591106,90.020424,51.627377,64.0
105.1,105.0,51.552353,144.04845,298.0679,284.91574,66.0
103.7,103.3,51.552353,144.04845,298.0679,284.91574,66.0
104.1,103.0,57.277935,146.07857,245.04926,265.5475,61.2
104.9,104.9,51.552353,144.04845,298.0679,284.91574,65.6
104.9,104.8,160.26392,65.765686,96.278755,94.10327,50.8
102.3,102.6,51.552353,144.04845,298.0679,284.91574,68.1
104.4,104.2,57.277935,146.07857,245.04926,265.5475,62.1
101.8,102.3,160.26392,65.765686,96.278755,94.10327,55.7
104.4,104.7,167.28024,85.60289,77.093216,54.107407,52.6
105.0,105.2,160.26392,65.765686,96.278755,94.10327,51.8
104.9,104.5,109.8487,20.591106,90.020424,51.627377,59.7
104.8,104.5,109.8487,20.591106,90.020424,51.627377,61.0
105.3,105.2,160.26392,65.765686,96.278755,94.10327,51.1
104.8,103.5,51.552353,144.04845,298.0679,284.91574,62.0
104.3,104.2,51.552353,144.04845,298.0679,284.91574,66.3
103.0,103.3,6.8949575,96.643234,352.34933,281.7346,95.6
104.5,104.8,6.8949575,96.643234,352.34933,281.7346,97.4
101.4,101.8,160.26392,65.765686,96.278755,94.10327,55.3
104.0,104.3,57.277935,146.07857,245.04926,265.5475,64.9
105.1,104.8,167.28024,85.60289,77.093216,54.107407,51.5
101.4,101.5,51.552353,144.04845,298.0679,284.91574,57.8
103.0,103.2,51.552353,144.04845,298.0679,284.91574,66.5
104.4,104.2,51.552353,144.04845,298.0679,284.91574,66.6
104.9,104.9,57.277935,146.07857,245.04926,265.5475,63.0
104.9,104.9,109.8487,20.591106,90.020424,51.627377,63.5
104.9,105.0,6.8949575,96.643234,352.34933,281.7346,97.4
105.0,104.7,167.28024,85.60289,77.093216,54.107407,50.3
105.3,105.2,167.28024,85.60289,77.093216,54.107407,50.3
104.9,104.9,51.552353,144.04845,298.0679,284.91574,68.9
104.2,104.2,51.552353,144.04845,298.0679,284.91574,66.9
101.1,101.4,57.277935,146.07857,245.04926,265.5475,66.2
103.0,103.2,57.277935,146.07857,245.04926,265.5475,63.7
103.9,103.9,167.28024,85.60289,77.093216,54.107407,49.7
104.3,103.2,57.277935,146.07857,245.04926,265.5475,58.3
105.3,105.1,6.8949575,96.643234,352.34933,281.7346,96.8
103.9,101.4,6.8949575,96.643234,352.34933,281.7346,83.6
104.6,104.0,57.277935,146.07857,245.04926,265.5475,60.5
102.4,103.0,109.8487,20.591106,90.020424,51.627377,63.5
104.7,104.4,6.8949575,96.643234,352.34933,281.7346,95.0
103.1,103.2,109.8487,20.591106,90.020424,51.627377,63.1
105.5,105.7,6.8949575,96.643234,352.34933,281.7346,99.4
101.4,101.5,6.8949575,96.643234,352.34933,281.7346,83.9
105.0,105.3,167.28024,85.60289,77.093216,54.107407,52.6
104.8,104.9,109.8487,20.591106,90.020424,51.627377,62.6
104.8,104.9,160.26392,65.765686,96.278755,94.10327,51.5
105.0,105.0,160.26392,65.765686,96.278755,94.10327,51.5
104.9,104.9,160.26392,65.765686,96.278755,94.10327,52.6
104.7,103.9,167.28024,85.60289,77.093216,54.107407,49.6
104.8,105.0,6.8949575,96.643234,352.34933,281.7346,97.6
104.5,104.8,167.28024,85.60289,77.093216,54.107407,53.5
100.8,97.9,109.8487,20.591106,90.020424,51.627377,53.2
104.9,104.4,109.8487,20.591106,90.020424,51.627377,58.9
104.5,104.0,160.26392,65.765686,96.278755,94.10327,47.4
100.4,96.3,57.277935,146.07857,245.04926,265.5475,54.5
104.2,104.2,167.28024,85.60289,77.093216,54.107407,50.0
103.8,101.7,160.26392,65.765686,96.278755,94.10327,44.5
105.2,105.1,160.26392,65.765686,96.278755,94.10327,53.1
104.8,104.9,167.28024,85.60289,77.093216,54.107407,50.3
104.6,103.9,57.277935,146.07857,245.04926,265.5475,59.7
104.7,104.4,57.277935,146.07857,245.04926,265.5475,60.8
104.4,104.4,57.277935,146.07857,245.04926,265.5475,61.0
100.4,96.3,109.8487,20.591106,90.020424,51.627377,53.3
104.9,104.8,51.552353,144.04845,298.0679,284.91574,67.6
104.4,104.4,57.277935,146.07857,245.04926,265.5475,63.9
103.2,103.5,51.552353,144.04845,298.0679,284.91574,68.7
103.9,101.4,51.552353,144.04845,298.0679,284.91574,57.5
100.8,97.9,57.277935,146.07857,245.04926,265.5475,56.6
102.9,101.7,160.26392,65.765686,96.278755,94.10327,50.5
104.7,104.4,57.277935,146.07857,245.04926,265.5475,62.1
104.8,105.0,109.8487,20.591106,90.020424,51.627377,66.4
105.1,105.0,167.28024,85.60289,77.093216,54.107407,48.5
104.4,104.4,6.8949575,96.643234,352.34933,281.7346,94.7
105.5,105.4,160.26392,65.765686,96.278755,94.10327,49.4
102.9,101.7,167.28024,85.60289,77.093216,54.107407,47.8
104.7,104.7,109.8487,20.591106,90.020424,51.627377,63.8
104.8,104.5,160.26392,65.765686,96.278755,94.10327,49.4
105.5,105.4,57.277935,146.07857,245.04926,265.5475,61.7
104.1,104.2,6.8949575,96.643234,352.34933,281.7346,94.7
99.5,97.4,6.8949575,96.643234,352.34933,281.7346,81.8
104.9,105.0,6.8949575,96.643234,352.34933,281.7346,94.6
104.3,104.1,6.8949575,96.643234,352.34933,281.7346,94.2
104.3,104.3,6.8949575,96.643234,352.34933,281.7346,96.9
104.3,103.2,51.552353,144.04845,298.0679,284.91574,68.7
104.6,104.9,51.552353,144.04845,298.0679,284.91574,68.1
100.9,101.1,6.8949575,96.643234,352.34933,281.7346,94.0
102.7,102.8,167.28024,85.60289,77.093216,54.107407,53.5
102.9,103.8,160.26392,65.765686,96.278755,94.10327,54.6
103.2,103.5,6.8949575,96.643234,352.34933,281.7346,96.5
104.9,104.8,109.8487,20.591106,90.020424,51.627377,59.8
103.0,103.2,109.8487,20.591106,90.020424,51.627377,64.9
104.4,104.1,6.8949575,96.643234,352.34933,281.7346,93.8
